volcano,sector_id,latitude,longitude,SlopeMean(,AzimAxisBa,alternate_,lithology,font_weight,paguican_c,rrl_class,age,rrl,sector,volcano_2,sector_mea,sector_med,sector_std,sector_min,sector_max,sector_ran,sector_maj,sector_iqr,cov
Macolod14,Macolod14_2,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,2,Macolod14,13.25753945,12.14252901,3.444948442,7.779441357,25.04232788,17.26288652,7.779441357,3.5546,31.01921512
Macolod14,Macolod14_3,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,3,Macolod14,13.41587266,12.54875946,3.471007487,5.160233021,26.45634079,21.29610777,5.160233021,1.5842,31.01921512
Macolod14,Macolod14_4,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,4,Macolod14,14.4471,13.2350893,3.963370662,1.018096328,27.04562378,26.02752745,1.018096328,2.7514,31.01921512
Macolod14,Macolod14_5,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,5,Macolod14,16.24415015,15.17245388,3.410351594,12.93496227,27.91969681,14.98473454,12.93496227,2.4884,31.01921512
Macolod14,Macolod14_6,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,6,Macolod14,17.06215222,15.95345879,4.474087578,6.567975998,28.73000336,22.16202736,6.567975998,2.7214,31.01921512
Macolod14,Macolod14_7,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,7,Macolod14,16.04582173,15.07573938,5.830176465,7.079713345,29.45193291,22.37221956,7.079713345,7.2887,31.01921512
Macolod14,Macolod14_8,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,8,Macolod14,15.12009847,13.87947369,6.513773619,6.163301468,29.71106148,23.54776001,6.163301468,9.16003,31.01921512
Macolod14,Macolod14_9,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,9,Macolod14,13.46052746,11.36603689,6.060408085,5.370273113,29.72475624,24.35448313,5.370273113,7.9687,31.01921512
Macolod14,Macolod14_10,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,10,Macolod14,17.24241195,16.05306721,6.341276071,3.351450443,29.45617485,26.10472441,3.351450443,10.1879,31.01921512
Macolod14,Macolod14_11,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,11,Macolod14,19.21970972,18.29791832,5.311049243,5.523498058,28.82706833,23.30357027,5.523498058,8.9557,31.01921512
Macolod14,Macolod14_12,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,12,Macolod14,12.32199414,11.92132664,4.504692722,2.111602068,23.44577408,21.33417201,2.111602068,5.37911,31.01921512
Macolod14,Macolod14_13,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,13,Macolod14,16.56334562,16.42600536,4.104390513,4.918504238,24.94068527,20.02218103,4.918504238,4.8303,31.01921512
Macolod14,Macolod14_14,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,14,Macolod14,21.97336174,22.76313782,3.92850969,12.59171867,27.28305244,14.69133377,12.59171867,6.0294,31.01921512
Macolod14,Macolod14_15,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,15,Macolod14,23.58553509,24.70499992,3.076874843,11.17355633,26.74515724,15.57160091,11.17355633,4.3537,31.01921512
Macolod14,Macolod14_16,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,16,Macolod14,24.52241174,24.87271214,2.147484545,19.23659134,27.68603706,8.449445724,19.23659134,3.2861,31.01921512
Macolod14,Macolod14_17,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,17,Macolod14,21.90141752,21.91384888,4.647492419,8.173642159,29.41551399,21.24187183,8.173642159,7.2967,31.01921512
Macolod14,Macolod14_18,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,18,Macolod14,18.98784369,17.08726883,5.853523083,11.38275719,31.10403061,19.72127342,11.38275719,9.4134,31.01921512
Macolod14,Macolod14_19,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,19,Macolod14,26.63456322,27.25716782,3.919141558,13.20920753,31.41039658,18.20118904,13.20920753,4.9261,31.01921512
Macolod14,Macolod14_20,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,20,Macolod14,28.61223932,29.17314529,2.651809746,19.59383392,31.41416931,11.82033539,19.59383392,2.029,31.01921512
Macolod14,Macolod14_21,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,21,Macolod14,28.21583298,29.18848419,3.733828854,12.7216568,30.81089211,18.08923531,12.7216568,3.0282,31.01921512
Macolod14,Macolod14_22,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,22,Macolod14,21.56498816,20.46912193,4.607894683,14.160326,30.61772156,16.45739555,14.160326,7.652,31.01921512
Macolod14,Macolod14_23,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,23,Macolod14,17.76001795,16.70238876,4.031805128,5.283642769,29.24808884,23.96444607,5.283642769,4.1379,31.01921512
Macolod14,Macolod14_24,14.097611,121.28692,16.2197,104.744,Macolod14,No data,normal,Small flat cone,,,,24,Macolod14,15.51172836,14.32922554,3.330053816,5.569070339,27.17750931,21.60843897,5.569070339,1.8965,31.01921512
Macolod15,Macolod15_1,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,1,Macolod15,25.40660728,28.49077415,11.27931613,1.7149719,39.32111359,37.60614169,1.7149719,18.4812,10.95537499
Macolod15,Macolod15_2,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,2,Macolod15,25.41800571,28.37172699,8.609208187,0.40993017,38.05794907,37.6480189,0.40993017,9.7268,10.95537499
Macolod15,Macolod15_3,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,3,Macolod15,32.27383528,34.76651382,7.977365896,1.847742796,39.23387527,37.38613248,1.847742796,7.4382,10.95537499
Macolod15,Macolod15_4,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,4,Macolod15,32.81458346,35.36736679,7.703928803,5.645461559,40.62917709,34.98371553,5.645461559,8.5659,10.95537499
Macolod15,Macolod15_5,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,5,Macolod15,32.57688499,34.46443748,8.575359196,4.709494114,42.73421478,38.02472067,4.709494114,13.5652,10.95537499
Macolod15,Macolod15_6,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,6,Macolod15,36.08479313,38.35321808,7.880093332,8.340851784,43.67871094,35.33785915,8.340851784,9.4786,10.95537499
Macolod15,Macolod15_7,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,7,Macolod15,36.35005287,38.73944855,8.370119911,3.164362907,44.07027435,40.90591145,3.164362907,10.4483,10.95537499
Macolod15,Macolod15_8,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,8,Macolod15,33.97237286,35.04268837,8.340946619,6.96678257,44.37903214,37.41224957,6.96678257,14.636,10.95537499
Macolod15,Macolod15_9,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,9,Macolod15,33.67659268,35.0122261,8.682705326,10.39681911,44.74954224,34.35272312,10.39681911,14.7908,10.95537499
Macolod15,Macolod15_10,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,10,Macolod15,34.91245899,37.0019455,7.939297103,5.964694023,44.81620026,38.85150623,5.964694023,10.7955,10.95537499
Macolod15,Macolod15_11,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,11,Macolod15,35.38502347,37.21233559,6.149601661,7.98734045,42.95981598,34.97247553,7.98734045,6.5647,10.95537499
Macolod15,Macolod15_12,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,12,Macolod15,27.33358957,27.28761578,8.950464766,3.723857403,44.72550583,41.00164843,3.723857403,13.9272,10.95537499
Macolod15,Macolod15_13,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,13,Macolod15,27.39616305,28.18151474,7.17847388,2.73126483,43.87395096,41.14268613,30.15489769,6.8045,10.95537499
Macolod15,Macolod15_14,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,14,Macolod15,30.34079259,28.93227482,5.591420655,5.921967506,43.80716324,37.88519573,35.89883423,5.9804,10.95537499
Macolod15,Macolod15_15,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,15,Macolod15,27.19282843,26.71484947,7.744508453,11.00698662,44.25063705,33.24365044,11.00698662,11.7902,10.95537499
Macolod15,Macolod15_16,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,16,Macolod15,30.50457508,29.76636887,7.187288364,8.45038414,45.28668594,36.8363018,8.45038414,5.6326,10.95537499
Macolod15,Macolod15_17,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,17,Macolod15,34.03172909,33.21173859,5.629975431,14.51976013,44.98358917,30.46382904,14.51976013,8.6731,10.95537499
Macolod15,Macolod15_18,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,18,Macolod15,34.07476135,33.74666214,5.310081175,5.400828838,44.41174316,39.01091433,5.400828838,6.0648,10.95537499
Macolod15,Macolod15_19,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,19,Macolod15,34.35581433,34.08661842,4.677685586,14.4937048,43.18737411,28.69366932,14.4937048,4.3898,10.95537499
Macolod15,Macolod15_20,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,20,Macolod15,34.4236243,35.45298004,4.747647062,9.20886898,41.74944687,32.54057789,9.20886898,5.2071,10.95537499
Macolod15,Macolod15_21,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,21,Macolod15,35.51715169,37.37569618,5.887540664,14.01848888,41.91096878,27.8924799,14.01848888,6.321,10.95537499
Macolod15,Macolod15_22,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,22,Macolod15,33.38948502,33.98659515,6.200219219,9.239460945,41.9096489,32.67018795,9.239460945,10.8094,10.95537499
Macolod15,Macolod15_23,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,23,Macolod15,31.97973533,33.28157043,5.828672154,6.102693081,39.67448044,33.57178736,6.102693081,7.6591,10.95537499
Macolod15,Macolod15_24,14.117683,121.21343,30.6559,41.5526,Macolod15,No data,normal,Small steep cone,,,,24,Macolod15,31.17070982,34.25469398,7.524831362,3.530758619,39.00159836,35.47083974,3.530758619,7.9055,10.95537499
Macolod16,Macolod16_1,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,1,Macolod16,27.02235823,27.63036537,5.876308312,1.827633023,36.24456787,34.41693485,1.827633023,7.743,13.85005008
Macolod16,Macolod16_2,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,2,Macolod16,25.09344516,25.69721413,3.841636182,12.90320587,31.42666817,18.5234623,12.90320587,3.7462,13.85005008
Macolod16,Macolod16_3,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,3,Macolod16,26.02497925,26.85616493,3.568615611,14.32991028,33.39535141,19.06544113,14.32991028,5.8235,13.85005008
Macolod16,Macolod16_4,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,4,Macolod16,28.27872183,28.50477982,4.876492075,13.80664444,36.06623077,22.25958633,13.80664444,6.9721,13.85005008
Macolod16,Macolod16_5,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,5,Macolod16,28.74516415,29.07762527,6.114329484,18.0676136,37.00030518,18.93269157,18.0676136,12.252,13.85005008
Macolod16,Macolod16_6,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,6,Macolod16,27.39159285,26.23601532,4.732302088,14.21064186,35.93812943,21.72748756,14.21064186,8.5366,13.85005008
Macolod16,Macolod16_7,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,7,Macolod16,25.00659382,24.71222115,4.141887504,5.878244877,32.20458603,26.32634115,5.878244877,6.8376,13.85005008
Macolod16,Macolod16_8,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,8,Macolod16,22.09227831,21.05913734,4.426331803,13.02388573,32.06332779,19.03944206,13.02388573,6.451,13.85005008
Macolod16,Macolod16_9,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,9,Macolod16,19.63344444,20.74714756,4.983820614,3.928462267,29.16174507,25.2332828,3.928462267,5.1683,13.85005008
Macolod16,Macolod16_10,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,10,Macolod16,20.65557526,21.07159042,4.971393798,9.58911705,29.16326714,19.57415009,9.58911705,8.0999,13.85005008
Macolod16,Macolod16_11,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,11,Macolod16,21.87384812,22.85434246,7.40391524,9.097387314,32.91772461,23.8203373,9.097387314,14.2129,13.85005008
Macolod16,Macolod16_12,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,12,Macolod16,20.71949486,20.48574448,7.215730177,1.017610431,39.92516327,38.90755284,1.017610431,10.0277,13.85005008
Macolod16,Macolod16_13,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,13,Macolod16,24.68479,24.86216927,10.22489735,1.259589553,46.22143936,44.96184981,33.26010895,15.7347,13.85005008
Macolod16,Macolod16_14,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,14,Macolod16,25.14263367,25.02644539,9.483871524,0.778547943,45.5494194,44.77087146,0.778547943,11.2288,13.85005008
Macolod16,Macolod16_15,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,15,Macolod16,24.71650198,22.82648754,9.758029856,7.034107208,42.60480118,35.57069397,7.034107208,17.7973,13.85005008
Macolod16,Macolod16_16,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,16,Macolod16,28.60535067,28.68330956,9.614871496,5.272096634,45.4118042,40.13970757,5.272096634,18.4387,13.85005008
Macolod16,Macolod16_17,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,17,Macolod16,27.46409975,26.89010048,5.811938459,4.195472717,44.42530823,40.22983551,4.195472717,5.9656,13.85005008
Macolod16,Macolod16_18,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,18,Macolod16,21.60720547,21.86138725,5.618845374,5.629915714,37.49141693,31.86150122,5.629915714,7.4839,13.85005008
Macolod16,Macolod16_19,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,19,Macolod16,25.11162423,21.87357807,10.25954297,7.098127365,44.68990326,37.59177589,7.098127365,15.8615,13.85005008
Macolod16,Macolod16_20,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,20,Macolod16,29.11561955,29.6811676,8.587351923,5.957495689,42.79943085,36.84193516,5.957495689,14.0166,13.85005008
Macolod16,Macolod16_21,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,21,Macolod16,29.91195183,33.38159752,9.315145781,5.395942211,42.02105713,36.62511492,5.395942211,13.3118,13.85005008
Macolod16,Macolod16_22,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,22,Macolod16,28.07115168,29.00070572,5.703110174,6.329059124,37.86352158,31.53446245,6.329059124,4.5451,13.85005008
Macolod16,Macolod16_23,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,23,Macolod16,28.26714983,27.85982037,3.72719648,13.04386902,38.59903336,25.55516434,13.04386902,4.7957,13.85005008
Macolod16,Macolod16_24,14.12351,121.21912,25.6977,60.8192,Macolod16,No data,normal,Small steep cone,,,,24,Macolod16,30.76054465,30.61774349,4.961577646,7.585698128,39.3499794,31.76428127,7.585698128,6.2556,13.85005008
Macolod17,Macolod17_1,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,1,Macolod17,22.21497585,22.75148201,6.99167369,1.975886464,32.47660828,30.50072181,1.975886464,11.0362,22.57224456
Macolod17,Macolod17_2,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,2,Macolod17,25.54927142,27.60953712,6.829068897,4.611915588,32.43681717,27.82490158,4.611915588,8.2787,22.57224456
Macolod17,Macolod17_3,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,3,Macolod17,25.50970262,27.80836678,6.782685014,2.714645863,32.16357803,29.44893217,2.714645863,8.3956,22.57224456
Macolod17,Macolod17_4,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,4,Macolod17,24.37462783,25.6067276,6.558122033,3.519104004,32.01449203,28.49538803,3.519104004,10.1533,22.57224456
Macolod17,Macolod17_5,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,5,Macolod17,24.17402229,26.2826519,7.214783892,2.86796999,31.33786583,28.46989584,2.86796999,8.066,22.57224456
Macolod17,Macolod17_6,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,6,Macolod17,23.16548692,25.71173286,7.246621061,2.030976772,30.29804993,28.26707315,2.030976772,7.1108,22.57224456
Macolod17,Macolod17_7,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,7,Macolod17,20.79605288,24.73042488,7.794182397,0.416121811,27.93851471,27.5223929,0.416121811,11.0006,22.57224456
Macolod17,Macolod17_8,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,8,Macolod17,16.95763842,19.22199917,6.24373131,2.899561405,24.68856049,21.78899908,2.899561405,9.0108,22.57224456
Macolod17,Macolod17_9,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,9,Macolod17,13.26794471,14.36605692,4.601157089,2.153000116,19.52365875,17.37065864,2.153000116,6.6318,22.57224456
Macolod17,Macolod17_10,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,10,Macolod17,12.52763222,13.28730249,5.7393003,3.508655071,24.4525528,20.94389772,3.508655071,10.56201,22.57224456
Macolod17,Macolod17_11,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,11,Macolod17,23.96366711,26.27978134,9.045779313,4.870311737,37.48537445,32.61506271,4.870311737,12.8979,22.57224456
Macolod17,Macolod17_12,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,12,Macolod17,22.0744003,19.74416924,7.92158091,3.657834053,37.74636459,34.08853054,3.657834053,12.8919,22.57224456
Macolod17,Macolod17_13,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,13,Macolod17,18.22696942,16.44646835,6.22450156,2.844580412,34.80553436,31.96095395,2.844580412,5.0437,22.57224456
Macolod17,Macolod17_14,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,14,Macolod17,18.35111362,16.05941582,6.20809249,10.80406761,35.38682175,24.58275414,10.80406761,3.6655,22.57224456
Macolod17,Macolod17_15,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,15,Macolod17,17.19750127,14.59142113,5.870777446,6.871384144,35.47814941,28.60676527,6.871384144,3.1944,22.57224456
Macolod17,Macolod17_16,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,16,Macolod17,17.59538038,16.06501293,4.539643072,11.26102543,33.87604904,22.61502361,11.26102543,3.3968,22.57224456
Macolod17,Macolod17_17,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,17,Macolod17,17.89509345,16.99802589,3.611297945,12.52524662,30.83333588,18.30808926,12.52524662,2.3914,22.57224456
Macolod17,Macolod17_18,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,18,Macolod17,18.03650753,18.35140228,3.369863221,8.080986977,28.36695862,20.28597164,8.080986977,3.7651,22.57224456
Macolod17,Macolod17_19,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,19,Macolod17,17.19879636,16.99103737,3.698368383,4.235663414,27.26474762,23.02908421,4.235663414,5.2348,22.57224456
Macolod17,Macolod17_20,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,20,Macolod17,17.33294954,17.84886551,2.604210839,9.879570007,24.85881615,14.97924614,9.879570007,2.3049,22.57224456
Macolod17,Macolod17_21,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,21,Macolod17,18.09342165,17.18792534,3.231097151,6.417096138,26.574049,20.15695286,6.417096138,4.4565,22.57224456
Macolod17,Macolod17_22,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,22,Macolod17,19.73003251,19.06492805,3.906409437,9.130252838,28.9982338,19.86798096,9.130252838,4.3209,22.57224456
Macolod17,Macolod17_23,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,23,Macolod17,19.40181736,20.15786934,5.09512572,6.292813778,27.86253166,21.56971788,6.292813778,7.7643,22.57224456
Macolod17,Macolod17_24,14.15722,121.24961,19.9632,147.619,Macolod17,No data,normal,Small flat cone,,,,24,Macolod17,20.00894192,20.61850548,6.933556575,3.981137991,31.90486908,27.92373109,3.981137991,12.0161,22.57224456
Macolod18,Macolod18_1,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,1,Macolod18,21.612282,21.7401104,7.467332946,1.854180098,41.22964096,39.37546086,1.854180098,9.6146,16.53700765
Macolod18,Macolod18_2,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,2,Macolod18,31.28041656,31.17039871,6.399991549,2.73203373,43.45789719,40.72586346,2.73203373,6.2812,16.53700765
Macolod18,Macolod18_3,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,3,Macolod18,27.76761749,28.9180851,4.078120479,7.317204952,32.99985886,25.6826539,7.317204952,5.0746,16.53700765
Macolod18,Macolod18_4,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,4,Macolod18,30.68190104,31.75618362,3.576032058,10.35652924,35.01298141,24.65645218,10.35652924,3.8978,16.53700765
Macolod18,Macolod18_5,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,5,Macolod18,31.70283353,32.98254013,4.050417802,6.175047398,35.72087479,29.54582739,6.175047398,4.3639,16.53700765
Macolod18,Macolod18_6,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,6,Macolod18,33.06347412,33.066782,4.82289249,2.519566536,40.83783722,38.31827068,2.519566536,4.9454,16.53700765
Macolod18,Macolod18_7,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,7,Macolod18,34.429012,33.48991013,6.980906336,8.947568893,46.9765892,38.02902031,8.947568893,10.9884,16.53700765
Macolod18,Macolod18_8,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,8,Macolod18,35.29141029,35.10535431,9.142688841,5.303488731,48.1654129,42.86192417,5.303488731,16.2541,16.53700765
Macolod18,Macolod18_9,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,9,Macolod18,32.08085167,33.86421585,6.455517354,7.466425896,43.10787964,35.64145374,7.466425896,6.1238,16.53700765
Macolod18,Macolod18_10,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,10,Macolod18,28.79434014,29.76112461,5.498306123,4.959264278,36.28127289,31.32200861,4.959264278,6.672,16.53700765
Macolod18,Macolod18_11,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,11,Macolod18,23.44663126,23.14498615,5.707155612,3.905050039,33.30070114,29.3956511,3.905050039,9.2482,16.53700765
Macolod18,Macolod18_12,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,12,Macolod18,16.21633795,16.60826683,4.507716248,2.071653366,28.11157799,26.03992462,2.071653366,4.6765,16.53700765
Macolod18,Macolod18_13,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,13,Macolod18,23.70635875,24.38715363,4.383462957,4.429284096,29.93570709,25.506423,4.429284096,4.8035,16.53700765
Macolod18,Macolod18_14,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,14,Macolod18,28.50560844,29.72980309,4.028124728,10.15768528,34.19238281,24.03469753,10.15768528,4.3268,16.53700765
Macolod18,Macolod18_15,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,15,Macolod18,27.88150702,28.07546997,5.816842765,8.759713173,37.56983185,28.81011868,8.759713173,9.714,16.53700765
Macolod18,Macolod18_16,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,16,Macolod18,29.03545302,27.79357529,6.332392753,17.38175201,40.38244247,23.00069046,17.38175201,10.8952,16.53700765
Macolod18,Macolod18_17,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,17,Macolod18,28.94345766,27.18358994,7.879195926,11.78456211,42.71034622,30.92578411,11.78456211,15.3508,16.53700765
Macolod18,Macolod18_18,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,18,Macolod18,26.74586514,23.60573769,8.077328356,13.97738171,43.02296066,29.04557896,13.97738171,12.6902,16.53700765
Macolod18,Macolod18_19,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,19,Macolod18,26.86678465,26.84633446,6.817171415,7.321880817,39.95121002,32.6293292,7.321880817,9.5785,16.53700765
Macolod18,Macolod18_20,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,20,Macolod18,25.19481583,25.84561729,7.13875685,9.116979599,36.40052795,27.28354836,9.116979599,10.7116,16.53700765
Macolod18,Macolod18_21,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,21,Macolod18,26.45065416,26.15783978,7.480206923,10.59887981,37.9852829,27.38640308,10.59887981,13.25,16.53700765
Macolod18,Macolod18_22,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,22,Macolod18,32.49869686,34.09019089,5.71019448,10.98002529,39.42892075,28.44889545,10.98002529,9.0034,16.53700765
Macolod18,Macolod18_23,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,23,Macolod18,28.14385906,29.29322433,7.618819822,6.446773052,39.67838287,33.23160982,6.446773052,11.2807,16.53700765
Macolod18,Macolod18_24,14.159674,121.25158,26.7435,47.6838,Macolod18,No data,normal,Small steep cone,,,,24,Macolod18,22.2537375,22.41067123,4.311046674,2.311071157,32.41878891,30.10771775,2.311071157,5.7112,16.53700765
